Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Pesticides_Used_kg,Planting_Density,Region_Region_B,Region_Region_C,Region_Region_D,Soil_Type_Loam,Soil_Type_Sandy,Irrigation_Flood,Irrigation_Rainfed,Irrigation_Sprinkler,Previous_Crop_Maize,Previous_Crop_No_Previous_Crop,Previous_Crop_Rice,Previous_Crop_Wheat,Yield_ton_per_ha,split
-0.8230665077182758,-1.3741944846507181,-1.5191048160635994,1.544748673625038,1.44039000613258,0.2858698136314489,-0.44137473418643497,False,True,False,True,False,False,False,True,False,True,False,False,151.96,train
-1.6814798096533896,-1.1189392652631964,1.3757900867919237,-1.1411835372564596,0.43170403914340694,0.38515119674444614,-0.1673977341712917,True,False,False,False,False,False,False,False,False,False,False,True,116.64,train
0.3506822928868829,-1.1705248750451773,-1.0366223322543455,1.354543173712829,-1.4674081607741398,0.8673750575790034,1.579205640925247,False,False,False,False,False,True,False,False,False,True,False,False,51.19,train
-0.2624700656382002,1.6583978914443844,1.5136422250231385,-0.9106314161507517,-0.3724621524700302,0.40642577884008846,1.0826223283977996,True,False,False,True,False,False,False,True,False,False,True,False,117.53,train
0.5083500422219038,1.7532833394889606,1.6859573978121578,0.9222579466396268,0.5499637732042065,-0.24599473875960678,-1.640024109252687,False,False,False,False,False,True,False,False,True,False,False,False,159.51,train
1.2966887888970082,0.6205381879032873,0.15235235998988694,0.5187917347046379,0.682136417154512,-1.196259405698293,0.24356776585142334,False,True,False,False,False,False,True,False,True,False,False,False,142.2,train
-1.5763679767633763,-0.2152556037456977,-1.5191048160635994,1.3257241585746158,-1.146019942326555,-0.02615739043797031,-0.544116109192114,False,True,False,False,True,True,False,False,True,False,False,False,87.23,train
-1.348625672168346,0.06352051543878971,-0.7609180557919145,-0.24203026494419855,-1.432625886050375,-0.13253030091618145,-0.5098689841902209,True,False,False,True,False,True,False,False,False,False,True,False,58.1,train
1.2441328724520022,0.11884808655210578,0.6003718092413372,-0.42647196182876507,-1.6121024236250006,1.6332600130221235,-0.35575692168170264,False,False,False,False,False,True,False,False,False,False,False,True,63.55,train
1.2266142336370003,1.064495171571009,0.23850994638439654,-1.729091446076015,1.1551753533977105,-1.3593645350982166,1.390846453414836,True,False,False,False,False,True,False,False,True,False,False,False,177.72,train
-1.1384020063883176,1.5359822993192689,1.7204204323699621,-0.29390449219298315,0.44561694903291277,0.3000528683618773,-1.229058609229972,True,False,False,False,False,False,False,True,False,True,False,False,150.33,train
-1.6639611708383877,1.1313159096305696,1.6342628459754525,-0.13828181044663013,1.6045623428287492,-1.380639117193859,0.31206201585520893,False,False,True,False,False,False,True,False,False,False,True,False,194.78,train
0.24557045999686794,-0.29918245074850586,0.3246675327789062,-1.619579188550804,1.4584767889889378,1.2006768437440647,1.1853637034034785,False,True,False,False,True,True,False,False,False,False,False,False,158.7,train
-0.56028692549324,-0.6511940988462718,-1.2778635741589721,0.034632280382650836,0.3162268870605087,0.2858698136314489,-0.4584982966873816,False,False,True,True,False,True,False,False,False,True,False,False,119.46,train
-1.4011815886133518,-0.7941904782937316,-0.4679822620505819,-1.0143798706483205,-0.8788920724480428,1.1794022616484225,-0.30438623417886346,False,True,False,True,False,False,False,False,False,True,False,False,75.61,train
0.5959432362969153,-0.9462744781172917,1.272400983118512,-0.8933400070678237,-0.11229073753627125,1.4276057194309153,0.12370282834479795,False,True,False,True,False,True,False,False,False,False,False,True,110.76,train
1.0864651231169813,-1.632657099465099,-0.07165736463583756,-1.5677049613020193,0.9590033239556782,0.8744665849442176,-0.5783632341940067,False,False,True,True,False,False,False,True,False,False,False,True,134.05,train
-0.38510053734321714,0.2752086136114778,1.5308737423020409,-1.158474946339388,0.03379481630354005,-1.4160967540199294,1.2709815159082107,True,False,False,False,True,False,False,True,False,False,True,False,126.15,train
1.5069124546770365,-1.6927957637187037,1.668725880533257,-0.36883393155233807,1.537780375359121,1.3070497542222759,-1.5201591717460619,False,False,False,False,True,False,False,True,False,False,True,False,162.32,train
0.08790271066184706,1.3857692801613768,0.4452881537312201,-0.24203026494419855,0.24666233761297954,1.5127040478134843,-0.5954867966949531,False,False,False,False,True,False,False,True,False,False,False,False,145.08,train
-0.5427682866782381,-1.190838379415284,-1.6914199888526187,-0.8472295828466819,0.6292673595743901,-0.9622390026462283,-0.6126103591958996,False,True,False,False,True,False,True,False,True,False,False,False,131.39,train
-0.5252496478632345,-0.9727354903888776,1.1345488448872971,-0.9394504312889652,1.0383069103258618,-0.8416830374375891,-0.047532796664666616,False,False,False,True,False,False,True,False,False,True,False,False,144.14,train
-0.43765645378822304,1.7522142076800076,-0.9160017113020321,1.6081505069291073,0.8157003520937683,-0.8416830374375891,0.34630914085710174,True,False,False,False,True,False,True,False,False,False,False,True,166.81,train
1.5945056487520495,-0.3857821272736965,-0.9849277804176396,1.4582916282103975,1.459868079977889,-1.6784832665328502,0.020961453339119272,False,False,False,False,False,True,False,False,False,True,False,False,161.26,train
-1.4712561438733613,-1.3755308994119093,0.37636208461561205,-0.5648032344921897,0.6153544496848842,-0.3381845945073896,-0.35575692168170264,True,False,False,True,False,True,False,False,False,False,False,True,137.69,train
-0.6303614807532495,1.627393068984748,-0.8815386767442285,-0.43223576485640786,1.5906494329392433,1.6474430677525518,-1.4174177967403832,False,False,True,False,False,True,False,False,True,False,False,False,186.29,train
0.07038407184684509,0.5521137521302973,-0.691991986676307,-1.6829810218548735,0.4984860066130351,0.7751852018312201,-0.33863335918075627,False,False,False,False,False,False,False,False,True,False,False,False,137.62,train
0.24557045999686794,-0.9802194130515485,-0.7609180557919145,1.3603069767404716,-1.5661898209896312,0.647537709257367,-1.2461821717309187,False,False,False,True,False,False,True,False,False,True,False,False,55.72,train
0.43827548696189433,-0.41144129068856783,-1.0021592976965417,0.962604567833125,-1.2851490412216133,-0.3027269576813192,-1.5372827342470083,False,False,False,True,False,False,True,False,False,False,True,False,71.14,train
-0.38510053734321714,0.9458215407772289,1.4964107077442377,0.7666352648932737,0.9423078320882714,-1.4302798087503574,1.4593407034186214,False,False,False,False,False,False,True,False,False,False,False,True,166.63,train
1.664580204012059,-0.061033340304231486,-0.7609180557919145,-1.2045853705605294,0.43587791211025884,0.7610021471007923,1.2881050784091568,False,False,False,True,False,True,False,False,False,False,True,False,131.1,train
-0.5427682866782381,0.3356145608173207,0.3246675327789062,0.5245555377322803,0.6139631586959338,-0.5154727786377414,-0.8352166717082036,False,False,True,False,False,True,False,False,True,False,False,False,138.61,train
0.876241457336953,-0.8441723903622829,1.668725880533257,-0.6224412647686167,0.2800533213477936,0.8744665849442176,0.8600160158854955,False,True,False,True,False,True,False,False,False,False,False,False,121.46,train
0.911278734966957,0.597017288106322,-0.45075074477168037,1.1701014768282627,0.17292391519859843,-1.4090052266547153,-0.886587359211043,False,False,False,True,False,False,False,False,False,False,True,False,129.88,train
-1.2610324780933346,-1.2239814654928258,-0.12335191647254345,-1.4697203098320937,-0.4628960667518182,-1.2955407888112898,-1.3831706717384902,False,False,False,False,True,False,False,False,False,False,False,True,83.25,train
1.1915769560069949,1.3419348759943048,1.7204204323699621,0.21907397726721736,0.19240198904390668,0.5908054903356545,-1.2119350467290257,False,False,True,False,False,False,False,False,False,False,True,False,146.08,train
0.1754959047368585,-0.3055972416022236,-1.1572429532066588,-1.100836916062961,-1.2698448403431568,-1.1891678783330788,0.07233214084195877,True,False,False,True,False,True,False,False,False,False,False,False,69.21,train
1.3317260665270136,1.2467821449974907,-1.1572429532066588,-1.060490294869462,-0.6034164566358271,-1.196259405698293,-0.30438623417886346,True,False,False,False,False,True,False,False,False,False,True,False,115.28,train
1.3492447053420156,-0.765056636499763,-0.26120405470375896,-1.1411835372564596,-0.08585620874621007,-0.4516490323508149,-1.0235758592186146,False,True,False,False,False,False,True,False,True,False,False,False,110.02,train
